bank;indice_bcb;total_clientes;ano;trimestre;periodo;ordem_cronologica
Z1 INSTITUIÇÃO DE PAGAMENTO LTDA.;0.0;0;2025;2;Q2/25;20252
ZEMA CFI (conglomerado);0.0;342315;2025;2;Q2/25;20252
ZERO IP (conglomerado);0.0;22124;2025;2;Q2/25;20252
ZOOP TECNOLOGIA IP (conglomerado);0.0;721437;2025;2;Q2/25;20252
99PAY IP (conglomerado);18.21;24853840;2025;3;Q3/25;20253
ABC-BRASIL (conglomerado);0.0;46241;2025;3;Q3/25;20253
ADYEN DO BRASIL IP (conglomerado);0.0;129;2025;3;Q3/25;20253
AGIBANK (conglomerado);614.12;6556525;2025;3;Q3/25;20253
AGORACRED S/A SCFI (conglomerado);0.0;692346;2025;3;Q3/25;20253
AL5 S.A. SCFI (conglomerado);0.0;20603;2025;3;Q3/25;20253
ALELO IP (conglomerado);0.0;1697659;2025;3;Q3/25;20253
AME DIGITAL BRASIL IP (conglomerado);8305.63;33864;2025;3;Q3/25;20253
ANDBANK (conglomerado);0.0;112166;2025;3;Q3/25;20253
ASAAS GESTAO FINANCEIRA IP (conglomerado);70.04;1149234;2025;3;Q3/25;20253
ASTRO IP (conglomerado);1257.69;62449;2025;3;Q3/25;20253
BANCO AFINZ BM (conglomerado);0.0;694750;2025;3;Q3/25;20253
BANCO B3 (conglomerado);0.0;1171;2025;3;Q3/25;20253
BANCO BARI DE INVESTIMENTO E FINANCI. (conglomerado);502.85;92588;2025;3;Q3/25;20253
BANCO C6 (conglomerado);53.03;32544127;2025;3;Q3/25;20253
BANCO CNH INDUSTRIAL CAPITAL S.A (conglomerado);0.0;33328;2025;3;Q3/25;20253
BANCO DIGIMAIS (conglomerado);1552.43;177576;2025;3;Q3/25;20253
BANCO HSBC S.A.;0.0;6181;2025;3;Q3/25;20253
BANCO KDB DO BRASIL S.A.;0.0;180;2025;3;Q3/25;20253
BANCO MASTER (conglomerado);232.86;12407607;2025;3;Q3/25;20253
BANCO PAULISTA (conglomerado);0.0;138043;2025;3;Q3/25;20253
BANCO RIBEIRÃO PRETO (conglomerado);25308.57;4984;2025;3;Q3/25;20253
BANCO RNX S.A. (conglomerado);0.0;2422;2025;3;Q3/25;20253
BANCO SEMEAR (conglomerado);0.0;152915;2025;3;Q3/25;20253
BANCO SICOOB (conglomerado);11.67;7103800;2025;3;Q3/25;20253
BANCO TOPÁZIO S.A. (conglomerado);0.0;12133;2025;3;Q3/25;20253
BANCO TRATON BRASIL S.A. (conglomerado);0.0;1019;2025;3;Q3/25;20253
BANCO TRAVELEX S.A.;0.0;22142;2025;3;Q3/25;20253
BANCO VR S.A.;0.0;43287;2025;3;Q3/25;20253
BANESTES (conglomerado);51.33;1502524;2025;3;Q3/25;20253
BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.;0.0;4164;2025;3;Q3/25;20253
BANK OF CHINA (BRASIL) (conglomerado);0.0;117880;2025;3;Q3/25;20253
BANQI IP (conglomerado);0.0;4859163;2025;3;Q3/25;20253
BANRISUL (conglomerado);37.18;5757230;2025;3;Q3/25;20253
BB (conglomerado);25.85;80883474;2025;3;Q3/25;20253
BBC S.A. (conglomerado);0.0;21750;2025;3;Q3/25;20253
BBVA BRASIL BANCO DE INVESTIMENTO S.A.;0.0;3;2025;3;Q3/25;20253
BCO ABN AMRO CLEARING (conglomerado);0.0;1;2025;3;Q3/25;20253
BCO ARBI S.A. (conglomerado);45.99;695053;2025;3;Q3/25;20253
BCO COOPERATIVO SICREDI (conglomerado);0.0;10414504;2025;3;Q3/25;20253
BCO CSF S.A. (conglomerado);30.22;9853411;2025;3;Q3/25;20253
BCO DA AMAZONIA S.A. (conglomerado);0.0;708729;2025;3;Q3/25;20253
BCO DAYCOVAL S.A (conglomerado);39.19;2428902;2025;3;Q3/25;20253
BCO DE LAGE LANDEN BRASIL S.A. (conglomerado);0.0;39938;2025;3;Q3/25;20253
BCO DO EST. DE SE S.A. (conglomerado);57.66;1056491;2025;3;Q3/25;20253
BCO DO EST. DO PA S.A. (conglomerado);124.4;1114172;2025;3;Q3/25;20253
BCO DO NORDESTE DO BRASIL S.A. (conglomerado);0.0;10903524;2025;3;Q3/25;20253
BCO FIBRA S.A. (conglomerado);0.0;162635;2025;3;Q3/25;20253
BCO INBURSA S.A. (conglomerado);276.34;778084;2025;3;Q3/25;20253
BCO TOYOTA DO BRASIL S.A. (conglomerado);0.0;158275;2025;3;Q3/25;20253
BCO TRIANGULO S.A. (conglomerado);0.0;1677817;2025;3;Q3/25;20253
BECKER FINANCEIRA S.A. - CFI (conglomerado);0.0;218931;2025;3;Q3/25;20253
BEES IP (conglomerado);0.0;152;2025;3;Q3/25;20253
BK IP (conglomerado);0.0;363404;2025;3;Q3/25;20253
BMG (conglomerado);122.91;9206496;2025;3;Q3/25;20253
BMW (conglomerado);0.0;58852;2025;3;Q3/25;20253
BNP PARIBAS (conglomerado);0.0;459239;2025;3;Q3/25;20253
BRADESCO (conglomerado);51.74;110494968;2025;3;Q3/25;20253
BRB (conglomerado);136.73;9804440;2025;3;Q3/25;20253
BS2 (conglomerado);0.0;392150;2025;3;Q3/25;20253
BTG PACTUAL/BANCO PAN (conglomerado);32.23;26578046;2025;3;Q3/25;20253
BULLLA IP (conglomerado);0.0;620493;2025;3;Q3/25;20253
CAIXA ECONÔMICA FEDERAL (conglomerado);25.87;157475727;2025;3;Q3/25;20253
CAIXA GERAL (conglomerado);0.0;1081;2025;3;Q3/25;20253
CALCARD IP (conglomerado);0.0;914664;2025;3;Q3/25;20253
CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;0.0;62289;2025;3;Q3/25;20253
CELCOIN IP (conglomerado);34.9;7985634;2025;3;Q3/25;20253
CIELO IP (conglomerado);0.0;1448360;2025;3;Q3/25;20253
CITIBANK (conglomerado);0.0;17970;2025;3;Q3/25;20253
CLARA IP (conglomerado);0.0;19354;2025;3;Q3/25;20253
CLARO PAY IP (conglomerado);43.3;1145410;2025;3;Q3/25;20253
CLOUDWALK IP (conglomerado);9.55;14095675;2025;3;Q3/25;20253
COBUCCIO SCFI (conglomerado);359.31;3010229;2025;3;Q3/25;20253
COMPREV - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;0.0;464;2025;3;Q3/25;20253
COOPER CARD IP (conglomerado);0.0;309397;2025;3;Q3/25;20253
CORA SCFI (conglomerado);0.0;2429529;2025;3;Q3/25;20253
CREDI SHOP S.A. (conglomerado);0.0;668183;2025;3;Q3/25;20253
CREDIARE CFI (conglomerado);0.0;272305;2025;3;Q3/25;20253
CREDSYSTEM IP (conglomerado);25.19;3616865;2025;3;Q3/25;20253
CREFISA S.A. CFI (conglomerado);115.68;7883544;2025;3;Q3/25;20253
DLOCAL BRASIL INSTITUIÇÃO DE PAGAMENTO - PRUDENCIA (conglomerado);0.0;105144;2025;3;Q3/25;20253
DM FINANCEIRA CFI (conglomerado);135.21;2250494;2025;3;Q3/25;20253
DOCK IP (conglomerado);12.19;3888248;2025;3;Q3/25;20253
EAGLE SCD (conglomerado);0.0;0;2025;3;Q3/25;20253
EBANX IP (conglomerado);29.75;2564728;2025;3;Q3/25;20253
EDENRED SOLUCOES E IP AHA (conglomerado);0.0;868865;2025;3;Q3/25;20253
EFI S.A. IP (conglomerado);135.76;658008;2025;3;Q3/25;20253
EMPRESA BRASILEIRA DE BENEFICIOS E PAGAMENTOS IP - (conglomerado);0.0;662892;2025;3;Q3/25;20253
EWALLY IP (conglomerado);0.0;2331;2025;3;Q3/25;20253
FACTA S.A. CFI (conglomerado);2660.2;1349798;2025;3;Q3/25;20253
FINAMAX S.A. CFI (conglomerado);0.0;32612;2025;3;Q3/25;20253
FISERV DO BRASIL IP (conglomerado);0.0;8527;2025;3;Q3/25;20253
FITBANK IP (conglomerado);235.69;142132;2025;3;Q3/25;20253
FLAGSHIP IP (conglomerado);0.0;102351;2025;3;Q3/25;20253
FLASH TECNOLOGIA IP (conglomerado);0.0;433215;2025;3;Q3/25;20253
FORIS GFS BR IP (conglomerado);0.0;332529;2025;3;Q3/25;20253
GAZINCRED SCFI (conglomerado);0.0;141205;2025;3;Q3/25;20253
GENIAL (conglomerado);0.0;2170867;2025;3;Q3/25;20253
GM (conglomerado);0.0;506;2025;3;Q3/25;20253
GOOGLE PAY BRASIL IP (conglomerado);0.0;0;2025;3;Q3/25;20253
GRAZZIOTIN FINANCEIRA (conglomerado);0.0;158083;2025;3;Q3/25;20253
HONDA (conglomerado);0.0;558706;2025;3;Q3/25;20253
HS FINANCEIRA (conglomerado);0.0;231558;2025;3;Q3/25;20253
INDUSTRIAL DO BRASIL (conglomerado);0.0;89639;2025;3;Q3/25;20253
INTER (conglomerado);96.37;40066015;2025;3;Q3/25;20253
ITAU (conglomerado);45.13;100248541;2025;3;Q3/25;20253
IUGU IP (conglomerado);171.45;259469;2025;3;Q3/25;20253
JBCRED S.A. SCFI (conglomerado);0.0;59913;2025;3;Q3/25;20253
JP MORGAN CHASE (conglomerado);0.0;4378;2025;3;Q3/25;20253
KANASTRA FINANCEIRA S.A, CREDITO, FINANCIAMENTO E INVESTIMENTO;0.0;708;2025;3;Q3/25;20253
KIWIFY IP (conglomerado);0.0;0;2025;3;Q3/25;20253
KREDILIG S.A. - CFI (conglomerado);0.0;427725;2025;3;Q3/25;20253
LEBES FINANCEIRA S.A. - CFI (conglomerado);0.0;366865;2025;3;Q3/25;20253
LECCA (conglomerado);2146.64;28107;2025;3;Q3/25;20253
MAGALUPAY IP (conglomerado);9.03;3681087;2025;3;Q3/25;20253
MERCADO BITCOIN IP (conglomerado);0.0;24329;2025;3;Q3/25;20253
MERCADO PAGO IP (conglomerado);51.58;66179957;2025;3;Q3/25;20253
MERCANTIL DO BRASIL (conglomerado);306.6;8287086;2025;3;Q3/25;20253
MERCEDES-BENZ (conglomerado);0.0;17900;2025;3;Q3/25;20253
MÊNTORE IP (conglomerado);238.44;1060623;2025;3;Q3/25;20253
MIDWAY S.A. - SCFI (conglomerado);0.0;9019524;2025;3;Q3/25;20253
NEGRESCO S.A. - CFI (conglomerado);0.0;556112;2025;3;Q3/25;20253
NEON PAGAMENTOS IP (conglomerado);34.58;26111285;2025;3;Q3/25;20253
NG CASH IP (conglomerado);12.43;3067165;2025;3;Q3/25;20253
NOVO BCO CONTINENTAL S.A. - BM (conglomerado);0.0;21355;2025;3;Q3/25;20253
NU PAGAMENTOS (conglomerado);12.67;109315016;2025;3;Q3/25;20253
NVIO BRASIL BITSO IP (conglomerado);0.0;1317405;2025;3;Q3/25;20253
OKTO IP (conglomerado);0.0;29;2025;3;Q3/25;20253
OMNI (conglomerado);23.08;1891766;2025;3;Q3/25;20253
ONEKEY PAYMENTS IP (conglomerado);0.0;144;2025;3;Q3/25;20253
ORIGINAL (conglomerado);74.0;1423341;2025;3;Q3/25;20253
OURIBANK (conglomerado);0.0;1507836;2025;3;Q3/25;20253
PAGARE IP (conglomerado);0.0;71;2025;3;Q3/25;20253
PAGBRASIL IP (conglomerado);0.0;0;2025;3;Q3/25;20253
PAGCERTO IP (conglomerado);0.0;79796;2025;3;Q3/25;20253
PAGSEGURO (conglomerado);47.31;33715297;2025;3;Q3/25;20253
PAGUEVELOZ IP (conglomerado);0.0;4370148;2025;3;Q3/25;20253
PARANÁ BANCO (conglomerado);72.43;2084607;2025;3;Q3/25;20253
PAY4FUN IP S.A. (conglomerado);0.0;23;2025;3;Q3/25;20253
PAYPAL DO BRASIL IP (conglomerado);0.0;231175;2025;3;Q3/25;20253
PEFISA S.A. (conglomerado);88.9;4700407;2025;3;Q3/25;20253
PICPAY (conglomerado);50.06;65633305;2025;3;Q3/25;20253
PINBANK BRASIL IP (conglomerado);0.0;26979;2025;3;Q3/25;20253
PINE (conglomerado);943.01;2303733;2025;3;Q3/25;20253
PLUXEE IP (conglomerado);0.0;2080793;2025;3;Q3/25;20253
PORTO SEGURO (conglomerado);108.22;3282524;2025;3;Q3/25;20253
PROVER PROMOCAO DE VENDAS IP (conglomerado);0.0;169;2025;3;Q3/25;20253
QISTA S.A. CFI (conglomerado);0.0;122430;2025;3;Q3/25;20253
QUERO-QUERO VERDECARD IP (conglomerado);0.0;693665;2025;3;Q3/25;20253
REALIZE SCFI (conglomerado);14.95;6598394;2025;3;Q3/25;20253
RECARGAPAY IP (conglomerado);27.92;12354211;2025;3;Q3/25;20253
RENDIMENTO (conglomerado);0.0;326502;2025;3;Q3/25;20253
ROADCARD INSTITUICAO DE PAGAMENTO INTEGRADO DA LOGISTICA S.A.;0.0;3039;2025;3;Q3/25;20253
RODOBENS (conglomerado);0.0;28976;2025;3;Q3/25;20253
RPW S/A SCFI (conglomerado);0.0;7;2025;3;Q3/25;20253
SAFRA (conglomerado);137.54;4418712;2025;3;Q3/25;20253
SANTANDER (conglomerado);29.25;69660783;2025;3;Q3/25;20253
SANTINVEST (conglomerado);0.0;11875;2025;3;Q3/25;20253
SEM PARAR IP (conglomerado);0.0;305755;2025;3;Q3/25;20253
SENFFNET IP (conglomerado);87.56;773332;2025;3;Q3/25;20253
SERVNET IP (conglomerado);0.0;32200;2025;3;Q3/25;20253
SHPP BRASIL IP (conglomerado);13.04;6958833;2025;3;Q3/25;20253
SIMPALA CFI (conglomerado);0.0;17794;2025;3;Q3/25;20253
SOCINAL S.A. CFI (conglomerado);0.0;3407;2025;3;Q3/25;20253
SOFISA (conglomerado);198.2;1452450;2025;3;Q3/25;20253
SOLFÁCIL SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.;0.0;136;2025;3;Q3/25;20253
STARK SCD (conglomerado);0.0;1611;2025;3;Q3/25;20253
STELLANTIS (conglomerado);0.0;224935;2025;3;Q3/25;20253
STONE IP (conglomerado);13.03;13301438;2025;3;Q3/25;20253
STRIPE BRASIL IP PRUDENCIAL (conglomerado);0.0;88;2025;3;Q3/25;20253
SUMUP IP (conglomerado);0.0;127;2025;3;Q3/25;20253
SUPERBID PAY IP (conglomerado);0.0;502092;2025;3;Q3/25;20253
SWAP IP (conglomerado);0.0;2549921;2025;3;Q3/25;20253
SWILE IP (conglomerado);0.0;24;2025;3;Q3/25;20253
TODESCREDI S/A - CFI (conglomerado);0.0;47195;2025;3;Q3/25;20253
TRANSFEERA IP (conglomerado);0.0;2919;2025;3;Q3/25;20253
TRIO INSTITUICAO DE PAGAMENTO LTDA.;0.0;165;2025;3;Q3/25;20253
UNLIMIT BRASIL INSTITUICAO DE PAGAMENTO LTDA;0.0;1;2025;3;Q3/25;20253
V3 IP (conglomerado);0.0;39203;2025;3;Q3/25;20253
VALOR CFI (conglomerado);0.0;37904;2025;3;Q3/25;20253
VIA CERTA CFI (conglomerado);0.0;251546;2025;3;Q3/25;20253
VIATECH BANK PROCESSADORA DE PAGAMENTO LTDA;0.0;54;2025;3;Q3/25;20253
VOLKSWAGEN (conglomerado);197.55;590017;2025;3;Q3/25;20253
VOLVO (conglomerado);0.0;9080;2025;3;Q3/25;20253
VOTORANTIM (conglomerado);53.95;9938442;2025;3;Q3/25;20253
WE PAY OUT IP (conglomerado);0.0;441;2025;3;Q3/25;20253
WESTERN UNION (conglomerado);0.0;4;2025;3;Q3/25;20253
WISE BRASIL CC (conglomerado);10.92;4233530;2025;3;Q3/25;20253
WOOVI IP (conglomerado);0.0;1832;2025;3;Q3/25;20253
XP (conglomerado);27.83;6646687;2025;3;Q3/25;20253
YAMAHA MOTOR (conglomerado);0.0;262421;2025;3;Q3/25;20253
Z1 INSTITUIÇÃO DE PAGAMENTO (conglomerado);0.0;0;2025;3;Q3/25;20253
ZEMA CFI (conglomerado);135.07;337151;2025;3;Q3/25;20253
ZERO IP (conglomerado);0.0;40825;2025;3;Q3/25;20253
ZOOP TECNOLOGIA IP (conglomerado);0.0;998447;2025;3;Q3/25;20253
99PAY IP (conglomerado);16.0;26108586;2025;4;Q4/25;20254
ABC-BRASIL (conglomerado);0.0;47365;2025;4;Q4/25;20254
ACG IP (conglomerado);0.0;101311;2025;4;Q4/25;20254
ADYEN DO BRASIL IP (conglomerado);0.0;154;2025;4;Q4/25;20254
AGIBANK (conglomerado);362.43;7191175;2025;4;Q4/25;20254
AGORACRED S/A SCFI (conglomerado);0.0;698179;2025;4;Q4/25;20254
AL5 S.A. SCFI (conglomerado);0.0;20865;2025;4;Q4/25;20254
ANDBANK (conglomerado);0.0;199612;2025;4;Q4/25;20254
ASAAS GESTAO FINANCEIRA IP (conglomerado);60.73;1207772;2025;4;Q4/25;20254
ASTRO IP (conglomerado);953.71;62449;2025;4;Q4/25;20254
BANCO AFINZ BM (conglomerado);213.39;785596;2025;4;Q4/25;20254
BANCO B3 (conglomerado);0.0;1212;2025;4;Q4/25;20254
BANCO BARI DE INVESTIMENTO E FINANCI. (conglomerado);902.77;73300;2025;4;Q4/25;20254
BANCO C6 (conglomerado);51.92;33467101;2025;4;Q4/25;20254
BANCO CNH INDUSTRIAL CAPITAL S.A (conglomerado);0.0;33624;2025;4;Q4/25;20254
BANCO DIGIMAIS (conglomerado);1464.12;199026;2025;4;Q4/25;20254
BANCO HSBC (conglomerado);0.0;6203;2025;4;Q4/25;20254
BANCO PAULISTA (conglomerado);0.0;171889;2025;4;Q4/25;20254
BANCO PLENO (conglomerado);0.0;1201;2025;4;Q4/25;20254
BANCO PORTO REAL DE INVEST.S.A (conglomerado);0.0;15;2025;4;Q4/25;20254
BANCO RIBEIRÃO PRETO (conglomerado);33146.6;4966;2025;4;Q4/25;20254
BANCO SEMEAR (conglomerado);0.0;149334;2025;4;Q4/25;20254
BANCO SICOOB (conglomerado);0.0;7160712;2025;4;Q4/25;20254
BANCO TOPÁZIO S.A. (conglomerado);0.0;11528;2025;4;Q4/25;20254
BANCO XCMG BRASIL S.A.;0.0;434;2025;4;Q4/25;20254
BANESTES (conglomerado);61.26;1514890;2025;4;Q4/25;20254
BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.;0.0;4824;2025;4;Q4/25;20254
BANK OF CHINA (BRASIL) (conglomerado);0.0;115766;2025;4;Q4/25;20254
BANQI IP (conglomerado);0.0;4781423;2025;4;Q4/25;20254
BANRISUL (conglomerado);33.35;5814177;2025;4;Q4/25;20254
BB (conglomerado);16.22;81983236;2025;4;Q4/25;20254
BBC S.A. (conglomerado);0.0;0;2025;4;Q4/25;20254
BCO ABN AMRO CLEARING (conglomerado);0.0;1;2025;4;Q4/25;20254
BCO ARBI S.A. (conglomerado);0.0;729270;2025;4;Q4/25;20254
BCO CEDULA S.A. (conglomerado);0.0;17904;2025;4;Q4/25;20254
BCO COOPERATIVO SICREDI (conglomerado);0.0;10671660;2025;4;Q4/25;20254
BCO CSF S.A. (conglomerado);24.51;9630191;2025;4;Q4/25;20254
BCO DA AMAZONIA S.A. (conglomerado);0.0;727167;2025;4;Q4/25;20254
BCO DAYCOVAL S.A (conglomerado);41.35;2467294;2025;4;Q4/25;20254
BCO DO EST. DE SE S.A. (conglomerado);90.01;998260;2025;4;Q4/25;20254
BCO DO EST. DO PA S.A. (conglomerado);143.15;1135284;2025;4;Q4/25;20254
BCO DO NORDESTE DO BRASIL S.A. (conglomerado);0.0;11076936;2025;4;Q4/25;20254
BCO FIBRA S.A. (conglomerado);0.0;161255;2025;4;Q4/25;20254
BCO INBURSA S.A. (conglomerado);187.54;791445;2025;4;Q4/25;20254
BCO KDB BRASIL S.A. (conglomerado);0.0;182;2025;4;Q4/25;20254
BCO TOYOTA DO BRASIL S.A. (conglomerado);0.0;153997;2025;4;Q4/25;20254
BCO TRIANGULO S.A. (conglomerado);0.0;1532808;2025;4;Q4/25;20254
BK IP (conglomerado);0.0;192443;2025;4;Q4/25;20254
BMG (conglomerado);83.18;9347503;2025;4;Q4/25;20254
BMW (conglomerado);0.0;60735;2025;4;Q4/25;20254
BNP PARIBAS (conglomerado);0.0;450403;2025;4;Q4/25;20254
BRADESCO (conglomerado);43.89;110474071;2025;4;Q4/25;20254
BRB (conglomerado);190.49;9202174;2025;4;Q4/25;20254
BS2 (conglomerado);137.29;359192;2025;4;Q4/25;20254
BTG PACTUAL/BANCO PAN (conglomerado);33.67;26750691;2025;4;Q4/25;20254
BULLLA IP (conglomerado);109.36;698334;2025;4;Q4/25;20254
CAIXA ECONÔMICA FEDERAL (conglomerado);17.23;158055739;2025;4;Q4/25;20254
CAIXA GERAL (conglomerado);0.0;1102;2025;4;Q4/25;20254
CALCARD IP (conglomerado);0.0;966566;2025;4;Q4/25;20254
CELCOIN IP (conglomerado);19.23;9477305;2025;4;Q4/25;20254
CIELO IP (conglomerado);0.0;1621604;2025;4;Q4/25;20254
CITIBANK (conglomerado);0.0;17428;2025;4;Q4/25;20254
CLARA IP (conglomerado);0.0;21406;2025;4;Q4/25;20254
CLARO PAY IP (conglomerado);0.0;1177423;2025;4;Q4/25;20254
CLOUDWALK IP (conglomerado);6.43;15824756;2025;4;Q4/25;20254
COBUCCIO SCFI (conglomerado);288.14;3678041;2025;4;Q4/25;20254
CONTAAZUL IP (conglomerado);0.0;27624;2025;4;Q4/25;20254
COOPER CARD IP (conglomerado);0.0;521691;2025;4;Q4/25;20254
CORA SCFI (conglomerado);0.0;2535607;2025;4;Q4/25;20254
CREDI SHOP S.A. (conglomerado);0.0;668960;2025;4;Q4/25;20254
CREDIARE CFI (conglomerado);0.0;233964;2025;4;Q4/25;20254
CREDSYSTEM IP (conglomerado);33.76;3688691;2025;4;Q4/25;20254
CREFISA S.A. CFI (conglomerado);111.48;8056619;2025;4;Q4/25;20254
DLOCAL BRASIL INSTITUIÇÃO DE PAGAMENTO - PRUDENCIA (conglomerado);0.0;192067;2025;4;Q4/25;20254
DM SCFI (conglomerado);87.39;4078625;2025;4;Q4/25;20254
DOCK IP (conglomerado);11.5;4316135;2025;4;Q4/25;20254
EAGLE SCD (conglomerado);0.0;1881;2025;4;Q4/25;20254
EBANX IP (conglomerado);24.31;2631803;2025;4;Q4/25;20254
EDENRED SOLUCOES E IP AHA (conglomerado);0.0;798379;2025;4;Q4/25;20254
EFI S.A. IP (conglomerado);107.87;677733;2025;4;Q4/25;20254
EMPRESA BRASILEIRA DE BENEFICIOS E PAGAMENTOS IP - (conglomerado);0.0;955129;2025;4;Q4/25;20254
FACTA S.A. CFI (conglomerado);2167.37;1429116;2025;4;Q4/25;20254
FINAMAX S.A. CFI (conglomerado);0.0;31770;2025;4;Q4/25;20254
FITBANK IP (conglomerado);0.0;212999;2025;4;Q4/25;20254
FLAGSHIP IP (conglomerado);0.0;105911;2025;4;Q4/25;20254
FLASH TECNOLOGIA IP (conglomerado);0.0;447365;2025;4;Q4/25;20254
FORIS GFS BR IP (conglomerado);0.0;335759;2025;4;Q4/25;20254
GAZINCRED SCFI (conglomerado);0.0;146370;2025;4;Q4/25;20254
GENIAL (conglomerado);20.21;2302063;2025;4;Q4/25;20254
GM (conglomerado);0.0;276064;2025;4;Q4/25;20254
GOLCRED (conglomerado);0.0;42851;2025;4;Q4/25;20254
GOOGLE PAY BRASIL IP (conglomerado);0.0;0;2025;4;Q4/25;20254
